,Title,Author names,ORCID,PubMed ID,PMC,DOI,Abstract,combined_DAS,all_urls
101,Characterization of intrinsically disordered regions in proteins informed by human genetic diversity,"['Shehab S. Ahmed', 'Zaara T. Rifat', 'Ruchi Lohia', 'Arthur J. Campbell', 'A. Keith Dunker', 'M. Sohel Rahman', 'Sumaiya Iqbal']","['https://orcid.org/0000-0002-6063-2689', 'https://orcid.org/0000-0001-7586-0783', 'https://orcid.org/0000-0002-3496-8197', 'https://orcid.org/0000-0003-3857-9727', 'https://orcid.org/0000-0001-9419-6478', 'https://orcid.org/0000-0001-7700-4374']",35275927,['8942211'],['10.1371/journal.pcbi.1009911'],"['All proteomes contain both proteins and polypeptide segments that donâ€™t form a defined three-dimensional structure yet are biologically activeâ€”called intrinsically disordered proteins and regions (IDPs and IDRs). Most of these IDPs/IDRs lack useful functional annotation limiting our understanding of their importance for organism fitness. Here we characterized IDRs using protein sequence annotations of functional sites and regions available in the UniProt knowledgebase (â€œUniProt featuresâ€ù: active site, ligand-binding pocket, regions mediating protein-protein interactions, etc.). By measuring the statistical enrichment of twenty-five UniProt features in 981 IDRs of 561 human proteins, we identified eight features that are commonly located in IDRs. We then collected the genetic variant data from the general population and patient-based databases and evaluated the prevalence of population and pathogenic variations in IDPs/IDRs. We observed that some IDRs tolerate 2 to 12-times more single amino acid-substituting missense mutations than synonymous changes in the general population. However, we also found that 37% of all germline pathogenic mutations are located in disordered regions of 96 proteins. Based on the observed-to-expected frequency of mutations, we categorized 34 IDRs in 20 proteins (DDX3X, KIT, RB1, etc.) as intolerant to mutation. Finally, using statistical analysis and a machine learning approach, we demonstrate that mutation-intolerant IDRs carry a distinct signature of functional features. Our study presents a novel approach to assign functional importance to IDRs by leveraging the wealth of available genetic data, which will aid in a deeper understating of the role of IDRs in biological processes and disease mechanisms.', 'Intrinsically disordered regions (IDRs) in proteins are typically not considered to be functionally as important as the structured parts. However, it is becoming evident that both structured and disordered regions are essential for the repertoire of protein functions. Nevertheless, most of these largely flexible and functionally dynamic protein regions remain uncharacterized. Here, informed by human genetic diversity (i.e., genetic variations from the general population and patients), we identified the IDRs that are more frequently mutated in patients than in relatively healthy individuals, and further show that they carry a set of characteristic functional features. This approach provides a different and effective means to identify unannotated disordered protein segments that are biologically important and lead to pathogenesis upon mutation.']",[],[]
102,nAdder: A scale-space approach for the 3D analysis of neuronal traces,"['Minh Son Phan', 'Katherine Matho', 'Emmanuel Beaurepaire', 'Jean Livet', 'Anatole Chessel', 'Daniele Marinazzo', 'Virginie Uhlmann', 'Daniele Marinazzo', 'Virginie Uhlmann', 'Daniele Marinazzo', 'Virginie Uhlmann']","['https://orcid.org/0000-0002-9916-1351', 'https://orcid.org/0000-0002-6105-4219', 'https://orcid.org/0000-0002-2082-8214', 'https://orcid.org/0000-0002-1326-6305', 'https://orcid.org/0000-0002-2082-8214', 'https://orcid.org/0000-0002-2082-8214', 'https://orcid.org/0000-0002-2082-8214']",35789212,['9286273'],"['10.1371/journal.pcbi.1010211', '10.1371/journal.pcbi.1010211.r001', '10.1371/journal.pcbi.1010211.r002', '10.1371/journal.pcbi.1010211.r003', '10.1371/journal.pcbi.1010211.r004']","['Tridimensional microscopy and algorithms for automated segmentation and tracing are revolutionizing neuroscience through the generation of growing libraries of neuron reconstructions. Innovative computational methods are needed to analyze these neuronal traces. In particular, means to characterize the geometric properties of traced neurites along their trajectory have been lacking. Here, we propose a local tridimensional (3D) scale metric derived from differential geometry, measuring for each point of a curve the characteristic length where it is fully 3D as opposed to being embedded in a 2D plane or 1D line. The larger this metric is and the more complex the local 3D loops and turns of the curve are. Available through the GeNePy3D open-source Python quantitative geometry library (', '), this approach termed nAdder offers new means of describing and comparing axonal and dendritic arbors. We validate this metric on simulated and real traces. By reanalysing a published zebrafish larva whole brain dataset, we show its ability to characterize different population of commissural axons, distinguish afferent connections to a target region and differentiate portions of axons and dendrites according to their behavior, shedding new light on the stereotypical nature of neuritesâ€™ local geometry.', 'To study how brain circuits are formed and function, one can extract neuron traces, i.e. the precise path that neuron arbors take in the brain to connect to other neurons. New techniques enable to do so with increasingly higher throughput, up to every single neuron with so called â€˜connectomicâ€™ approaches. Up to now, the geometry of those traces has not been a focus of study and has mainly been analysed in bulk/on average. Here, we propose to quantitatively analyse the local 3D geometry of the curves that comprise neuron arbors. We introduce an algorithm that determines whether a locally-defined curve is best fit to a line, a plane or a 3D structure. We use it to compute a single number at each point of the trace, termed local 3D scale, that measures the characteristic size of the local 3D structure: the larger this local 3D scale metric, the more the neuronâ€™s curve meanders in 3D locally. We reanalyse published neuronal traces to demonstrate that our local geometry approach enables to better characterize a neuronâ€™s morphology, with direct relevance to understanding its development and function. The local 3D scale metric will be useful in all neuroscience research that works with neuronal traces, bringing a new, geometric layer of information.']",[],[]
103,Selective sweeps on different pigmentation genes mediate convergent evolution of island melanism in two incipient bird species,"['Leonardo Campagna', 'Ziyi Mo', 'Adam Siepel', 'J. Albert C. Uy', 'Kirsten Bomblies', 'Nicolas Bierne', 'Kirsten Bomblies', 'Nicolas Bierne', 'Kirsten Bomblies', 'Nicolas Bierne', 'Kirsten Bomblies', 'Nicolas Bierne']","['https://orcid.org/0000-0001-8408-8553', 'https://orcid.org/0000-0002-4567-6720', 'https://orcid.org/0000-0002-8437-5525', 'https://orcid.org/0000-0002-8437-5525', 'https://orcid.org/0000-0002-8437-5525', 'https://orcid.org/0000-0002-8437-5525']",36318577,['9624418'],"['10.1371/journal.pgen.1010474', '10.1371/journal.pgen.1010474.r001', '10.1371/journal.pgen.1010474.r002', '10.1371/journal.pgen.1010474.r003', '10.1371/journal.pgen.1010474.r004', '10.1371/journal.pgen.1010474.r005', '10.1371/journal.pgen.1010474.r006']","['Insular organisms often evolve predictable phenotypes, like flightlessness, extreme body sizes, or increased melanin deposition. The evolutionary forces and molecular targets mediating these patterns remain mostly unknown. Here we study the Chestnut-bellied Monarch (', ') from the Solomon Islands, a complex of closely related subspecies in the early stages of speciation. On the large island of Makira ', '. ', '. ', ' has a chestnut belly, whereas on the small satellite islands of Ugi, and Santa Ana and Santa Catalina (SA/SC) ', '. ', '. ', ' is entirely iridescent blue-black (i.e., melanic). Melanism has likely evolved twice, as the Ugi and SA/SC populations were established independently. To investigate the genetic basis of melanism on each island we generated whole genome sequence data from all three populations. Non-synonymous mutations at the ', ' pigmentation gene are associated with melanism on SA/SC, while ', ', an antagonistic ligand of ', ', is associated with melanism on Ugi. Both genes show evidence of selective sweeps in traditional summary statistics and statistics derived from the ancestral recombination graph (ARG). Using the ARG in combination with machine learning, we inferred selection strength, timing of onset and allele frequency trajectories. ', ' shows evidence of a recent, strong, soft selective sweep. The region including ', ' shows more complex signatures; however, we find evidence for sweeps in mutations near ', ', which are comparatively older than those on ', ' and have been under relatively strong selection. Overall, our study shows convergent melanism results from selective sweeps at independent molecular targets, evolving in taxa where coloration likely mediates reproductive isolation with the neighboring chestnut-bellied subspecies.', 'Chestnut-bellied Monarchs (', ') from two archipelagos in the Solomon Islands have evolved entirely black plumage from a chestnut ancestor (', '), a phenomenon known as island melanism. We obtain and analyze whole genome sequences using traditional summary statistics and new methods that combine inference of the ancestral recombination graph with machine learning. We find multiple lines of evidence for independent selective sweeps on the ', ' and ', ' genes, a receptor/ligand pair which regulates the production of melanin. Melanism on each archipelago is mediated by mutations in one of these two genes. Mutations in and around ', ' underwent a recent soft sweep experiencing strong selection on the islands of Santa Ana and Santa Catalina, whereas selection was also strong but comparatively older for ', ' on the island of Ugi. We show how melanism originated under positive selection on independent molecular targets, evolving convergently in taxa where coloration mediates reproductive isolation.']",[],[]
104,Sorghum root epigenetic landscape during limiting phosphorus conditions,"['Nicholas Gladman', 'Barbara Hufnagel', 'Michael Regulski', 'Zhigang Liu', 'Xiaofei Wang', 'Kapeel Chougule', 'Leon Kochian', 'Jurandir MagalhÃ£es', 'Doreen Ware']","['https://orcid.org/0000-0002-9000-8377', 'https://orcid.org/0000-0002-3515-2122', 'https://orcid.org/0000-0003-3416-089X', 'https://orcid.org/0000-0002-6673-6497', 'https://orcid.org/0000-0002-8125-3821']",35600998,['9107021'],['10.1002/pld3.393'],"['Efficient acquisition and use of available phosphorus from the soil is crucial for plant growth, development, and yield. With an everâ€êincreasing acreage of croplands with suboptimal available soil phosphorus, genetic improvement of sorghum germplasm for enhanced phosphorus acquisition from soil is crucial to increasing agricultural output and reducing inputs, while confronted with a growing world population and uncertain climate. ', ' is a globally important commodity for food, fodder, and forage. Known for robust tolerance to heat, drought, and other abiotic stresses, its capacity for optimal phosphorus use efficiency (PUE) is still being investigated for optimized root system architectures (RSA). Whilst a few RSAâ€êinfluencing genes have been identified in sorghum and other grasses, the epigenetic impact on expression and tissueâ€êspecific activation of candidate PUE genes remains elusive. Here, we present transcriptomic, epigenetic, and regulatory network profiling of RSA modulation in the BTx623 sorghum background in response to limiting phosphorus (LP) conditions. We show that during LP, sorghum RSA is remodeled to increase root length and surface area, likely enhancing its ability to acquire P. Global DNA 5â€êmethylcytosine and H3K4 and H3K27 trimethylation levels decrease in response to LP, while H3K4me3 peaks and DNA hypomethylated regions contain recognition motifs of numerous developmental and nutrient responsive transcription factors that display disparate expression patterns between different root tissues (primary root apex, elongation zone, and lateral root apex).']",['Sequencing data are available on the National Center for Biotechnology Information Sequence Read Archive (NCBI SRA: https://www.ncbi.nlm.nih.gov/sra). BioProject ID for sequencing files is PRJNA454504.'],['https://www.ncbi.nlm.nih.gov/sra']
105,An adaptive teosinte ,"['Allison C. Barnes', 'Fausto RodrÃ_guez-Zapata', 'Karla A. JuÃ¡rez-NÃºÃ±ez', 'Daniel J. Gates', 'Garrett M. Janzen', 'Andi Kur', 'Li Wang', 'Sarah E. Jensen', 'Juan M. EstÃ©vez-Palmas', 'Taylor M. Crow', 'Heli S. Kavi', 'Hannah D. Pil', 'Ruthie L. Stokes', 'Kevan T. Knizner', 'Maria R. Aguilar-Rangel', 'Edgar Demesa-ArÃ©valo', 'Tara Skopelitis', 'Sergio PÃ©rez-LimÃ_n', 'Whitney L. Stutts', 'Peter Thompson', 'Yu-Chun Chiu', 'David Jackson', 'David C. Muddiman', 'Oliver Fiehn', 'Daniel Runcie', 'Edward S. Buckler', 'Jeffrey Ross-Ibarra', 'Matthew B. Hufford', 'Ruairidh J. H. Sawers', 'RubÃ©n RellÃ¡n-ÃÅlvarez']","['https://orcid.org/0000-0001-9539-3297', 'https://orcid.org/0000-0002-8088-1113', 'https://orcid.org/0000-0002-6373-1914', 'https://orcid.org/0000-0003-3103-1427', 'https://orcid.org/0000-0002-9981-739X', 'https://orcid.org/0000-0002-4714-2378', 'https://orcid.org/0000-0001-7689-4504', 'https://orcid.org/0000-0002-1311-7561', 'https://orcid.org/0000-0002-1893-4325', 'https://orcid.org/0000-0002-9149-5031', 'https://orcid.org/0000-0001-7562-6049', 'https://orcid.org/0000-0002-4031-2127', 'https://orcid.org/0000-0002-4269-7649', 'https://orcid.org/0000-0003-2216-499X', 'https://orcid.org/0000-0002-6261-8928', 'https://orcid.org/0000-0002-3100-371X', 'https://orcid.org/0000-0003-1656-4954', 'https://orcid.org/0000-0003-3945-1143', 'https://orcid.org/0000-0001-6843-3716']",35771940,['9271162'],['10.1073/pnas.2100036119'],"['Despite more than a century of genetic research, our understanding of the genetic basis of the astounding capacity of maize to adapt to new environments is in its infancy. Recent work in many crops has pointed to the potentially important role for introgression in underpinning adaptation, but clear examples of adaptive loci arising via introgression are lacking. Here, we elucidate the evolutionary history of a major metabolic quantitative trait locus (QTL) that we mapped down to a single gene, ', '. Alterations in highland ', ' are the result of a teosinte ', ' introgression in maize, leading to high phosphatidylcholine levels and improving fitness by accelerating flowering.', 'Native Americans domesticated maize (', ' ssp. ', ') from lowland teosinte ', ' (', ' ssp. ', ' in the warm Mexican southwest and brought it to the highlands of Mexico and South America where it was exposed to lower temperatures that imposed strong selection on flowering time. Phospholipids are important metabolites in plant responses to low-temperature and phosphorus availability and have been suggested to influence flowering time. Here, we combined linkage mapping with genome scans to identify ', ' (', '), a gene that encodes a phospholipase A1 enzyme, as a major driver of phospholipid variation in highland maize. Common garden experiments demonstrated strong genotype-by-environment interactions associated with variation at ', ' with the highland ', ' allele leading to higher fitness in highlands, possibly by hastening flowering. The highland maize ', ' variant resulted in impaired function of the encoded protein due to a polymorphism in a highly conserved sequence. A meta-analysis across HPC1 orthologs indicated a strong association between the identity of the amino acid at this position and optimal growth in prokaryotes. Mutagenesis of ', ' via genome editing validated its role in regulating phospholipid metabolism. Finally, we showed that the highland ', ' allele entered cultivated maize by introgression from the wild highland teosinte ', ' ssp. ', ' and has been maintained in maize breeding lines from the Northern United States, Canada, and Europe. Thus, ', ' introgressed from teosinte ', ' underlies a large metabolic QTL that modulates phosphatidylcholine levels and has an adaptive effect at least in part via induction of early flowering time.']",['Code and data have been deposited in https://github.com/sawers-rellan-labs/High-PC1-paper (84). The mass spectrometry data has been deposited in the metabolights repository at www.ebi.ac.uk/metabolights/MTBLS5074 (85). All other data are included in this article and/or supporting information. Previously published data were used for this work (https://hdl.handle.net/11529/10548233) (86).'],"['https://github.com/sawers-rellan-labs/High-PC1-paper', 'http://www.ebi.ac.uk/metabolights/MTBLS5074', 'https://hdl.handle.net/11529/10548233']"
106,Redox signaling by glutathione peroxidase 2 links vascular modulation to metabolic plasticity of breast cancer,"['Zuen Ren', 'Huizhi Liang', 'Phillip M. Galbo', 'Malindrie Dharmaratne', 'Ameya S. Kulkarni', 'Atefeh Taherian Fard', 'Marie Louise Aoun', 'Nuria Martinez-Lopez', 'Kimita Suyama', 'Outhiriaradjou Benard', 'Wei Zheng', 'Yang Liu', 'Joseph Albanese', 'Deyou Zheng', 'Jessica C. Mar', 'Rajat Singh', 'Michael B. Prystowsky', 'Larry Norton', 'Rachel B. Hazan']","['https://orcid.org/0000-0001-5951-1292', 'https://orcid.org/0000-0002-1694-6496', 'https://orcid.org/0000-0003-4495-8838', 'https://orcid.org/0000-0002-9126-4540', 'https://orcid.org/0000-0001-9216-9257', 'https://orcid.org/0000-0003-4354-5337', 'https://orcid.org/0000-0001-9389-8574', 'https://orcid.org/0000-0002-9548-6917', 'https://orcid.org/0000-0003-3701-9250', 'https://orcid.org/0000-0002-1441-4584']",35193955,['8872779'],['10.1073/pnas.2107266119'],"['Redox regulation of breast cancer underlies malignant progression. Loss of the antioxidant glutathione peroxidase 2 in breast cancer cells increases reactive oxygen species, thereby activating hypoxia inducible factor-Î± (HIF1Î±) signaling. This in turn causes vascular malfunction, resulting in hypoxia and metabolic heterogeneity. HIF1Î± suppresses oxidative phosphorylation and stimulates glycolysis (the Warburg effect) in most of the tumor, except for one cancer subpopulation, which was capable of using both metabolic modalities. Hence, adopting a hybrid metabolic state may allow tumor cells to survive under aerobic or hypoxic conditions, a vulnerability that may be exploited for therapeutic targeting by either metabolic or redox-based strategies.', 'In search of redox mechanisms in breast cancer, we uncovered a striking role for glutathione peroxidase 2 (GPx2) in oncogenic signaling and patient survival. GPx2 loss stimulates malignant progression due to reactive oxygen species/hypoxia inducible factor-Î± (HIF1Î±)/VEGFA (vascular endothelial growth factor A) signaling, causing poor perfusion and hypoxia, which were reversed by GPx2 reexpression or HIF1Î± inhibition. Ingenuity Pathway Analysis revealed a link between GPx2 loss, tumor angiogenesis, metabolic modulation, and HIF1Î± signaling. Single-cell RNA analysis and bioenergetic profiling revealed that GPx2 loss stimulated the Warburg effect in most tumor cell subpopulations, except for one cluster, which was capable of oxidative phosphorylation and glycolysis, as confirmed by coexpression of phosphorylated-AMPK and GLUT1. These findings underscore a unique role for redox signaling by GPx2 dysregulation in breast cancer, underlying tumor heterogeneity, leading to metabolic plasticity and malignant progression.']","['The single cell RNA sequencing data reported in this paper have been deposited and publicly released in the Gene Expression Omnibus database, https://www.ncbi.nlm.nih.gov/geo (accession no. GSE152368). Coding analyses for single cell RNA sequencing data are available in GitHub with the URL accession link https://github.com/Malindrie/Breast-cancer-scRNA-seq-analysis. All other study data are included in the main text and SI Appendix.']","['https://www.ncbi.nlm.nih.gov/geo', 'http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE152368', 'https://github.com/Malindrie/Breast-cancer-scRNA-seq-analysis', 'https://www.pnas.org/lookup/suppl/doi:10.1073/pnas.2107266119/-/DCSupplemental']"
107,A preclinical platform for assessing antitumor effects and systemic toxicities of cancer drug targets,"['Xiang Li', 'Chun-Hao Huang', 'Francisco J. SÃ¡nchez-Rivera', 'Margaret C. Kennedy', 'Darjus F. Tschaharganeh', 'John P. Morris', 'Antonella Montinaro', ""Kevin P. O'Rourke"", 'Ana Banito', 'John E. Wilkinson', 'Chi-Chao Chen', 'Yu-Jui Ho', 'Lukas E. Dow', 'Sha Tian', 'Wei Luan', 'Elisa de Stanchina', 'Tinghu Zhang', 'Nathanael S. Gray', 'Henning Walczak', 'Scott W. Lowe']","['https://orcid.org/0000-0001-7422-251X', 'https://orcid.org/0000-0002-8466-8563', 'https://orcid.org/0000-0001-9106-1906', 'https://orcid.org/0000-0002-7540-024X', 'https://orcid.org/0000-0002-5284-9650']",35442775,['9169916'],['10.1073/pnas.2110557119'],"['Many new cancer drugs fail at the clinical stage owing to poor efficacy and/or excessive toxicity, though whether this reflects shortcomings of the target or the drug is often unclear. To gain earlier insights into factors that can influence the therapeutic index of target inhibition in\xa0vivo, we combine inducible RNA interference and somatic engineering technologies to produce a cost-effective platform that enables systemic and inducible suppression of candidate target in normal tissues and tumor cells in the same mouse. By comparing the consequences of genetic and pharmacological CDK9 inhibition, we establish the utility of this platform to predict factors influencing the therapeutic index. Additionally, our studies provide support, and some cautionary notes, for the clinical development of CDK9 inhibitors.', 'Anticancer drug development campaigns often fail due to an incomplete understanding of the therapeutic index differentiating the efficacy of the agent against the cancer and its on-target toxicities to the host. To address this issue, we established a versatile preclinical platform in which genetically defined cancers are produced using somatic tissue engineering in transgenic mice harboring a doxycycline-inducible short hairpin RNA against the target of interest. In this system, target inhibition is achieved by the addition of doxycycline, enabling simultaneous assessment of efficacy and toxicity in the same animal. As proof of concept, we focused on CDK9â€”a cancer target whose clinical development has been hampered by compounds with poorly understood target specificity and unacceptable toxicities. We systematically compared phenotypes produced by genetic ', ' inhibition to those achieved using a recently developed highly specific small molecule CDK9 inhibitor and found that both perturbations led to robust antitumor responses. Remarkably, nontoxic levels of CDK9 inhibition could achieve significant treatment efficacy, and dose-dependent toxicities produced by prolonged CDK9 suppression were largely reversible upon ', ' restoration or drug withdrawal. Overall, these results establish a versatile in\xa0vivo target validation platform that can be employed for rapid triaging of therapeutic targets and lend support to efforts aimed at advancing CDK9 inhibitors for cancer therapy.']",['RNA-seq data have been deposited in Gene Expression Omnibus under accession GSE196783 (https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196783).'],['https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196783']
108,Microglia regulate chandelier cell axo-axonic synaptogenesis,"['Nicholas B. Gallo', 'Artan Berisha', 'Linda Van Aelst']","['https://orcid.org/0000-0003-4811-8975', 'https://orcid.org/0000-0002-6139-2234', 'https://orcid.org/0000-0002-0870-012X']",35263225,['8931231'],['10.1073/pnas.2114476119'],"['Chandelier cells (ChCs) are a unique type of GABAergic interneuron that form axo-axonic synapses exclusively on the axon initial segment (AIS) of neocortical pyramidal neurons (PyNs), allowing them to exert powerful yet precise control over PyN firing and population output. The importance of proper ChC function is further underscored by the association of ChC connectivity defects with various neurological conditions. Despite this, the cellular mechanisms governing ChC axo-axonic synapse formation remain poorly understood. Here, we identify microglia as key regulators of ChC axonal morphogenesis and AIS synaptogenesis, and show that disease-induced aberrant microglial activation perturbs proper ChC synaptic development/connectivity in the neocortex. In doing so, such findings highlight the therapeutic potential of manipulating microglia to ensure proper brain wiring.', 'Microglia have emerged as critical regulators of synapse development and circuit formation in the healthy brain. To date, examination of microglia in such processes has largely been focused on excitatory synapses. Their roles, however, in the modulation of GABAergic interneuron synapsesâ€”particularly those targeting the axon initial segment (AIS)â€”during development remain enigmatic. Here, we identify a synaptogenic/growth-promoting role for microglia in regulating pyramidal neuron (PyN) AIS synapse formation by chandelier cells (ChCs), a unique interneuron subtype whose axonal terminals, called cartridges, selectively target the AIS. We show that a subset of microglia contacts PyN AISs and ChC cartridges and that such tripartite interactions, which rely on the unique AIS cytoskeleton and microglial GABA', ' receptors, are associated with increased ChC cartridge length and bouton number and AIS synaptogenesis. Conversely, microglia depletion or disease-induced aberrant microglia activation impairs the proper development and maintenance of ChC cartridges and boutons, as well as AIS synaptogenesis. These findings unveil key roles for homeostatic, AIS-associated microglia in regulating proper ChC axonal morphogenesis and synaptic connectivity in the neocortex.']",['All data are included in the main text and SI Appendix.'],['https://www.pnas.org/lookup/suppl/doi:10.1073/pnas.2114476119/-/DCSupplemental']
109,Exon-skipping antisense oligonucleotides for cystic fibrosis therapy,"['Young Jin Kim', 'Nicole Sivetz', 'Jessica Layne', 'Dillon M. Voss', 'Lucia Yang', 'Qian Zhang', 'Adrian R. Krainer']","['https://orcid.org/0000-0003-1876-3359', 'https://orcid.org/0000-0002-0825-3622', 'https://orcid.org/0000-0003-3371-6796', 'https://orcid.org/0000-0001-7481-9455', 'https://orcid.org/0000-0002-7881-9724', 'https://orcid.org/0000-0001-6721-3594', 'https://orcid.org/0000-0001-9024-9501']",35017301,['8784140'],['10.1073/pnas.2114858118'],"['Cystic fibrosis (CF) is caused by mutations in the cystic fibrosis transmembrane conductance regulator (', ') gene, which can lead to respiratory failure. To date, there is no treatment for CF caused by the ', 'W1282X mutation located on ', ' exon 23. Nonsense-mediated messenger RNA (mRNA) decay (NMD) degrades the ', 'W1282X mRNA, leading to low levels of functional CFTR protein. We developed a cocktail of two antisense oligonucleotides (ASOs) that promotes the skipping of exon 23 of the ', 'W1282X mRNA. The resulting mRNA is NMD resistant and preserves the reading frame. Its translation produces CFTR-Î”ex23 protein that improves CFTR activity in human bronchial epithelial cells. Our results set the stage for developing an ASO therapy for CF caused by the W1282X mutation.', 'Mutations in the cystic fibrosis transmembrane conductance regulator (', ') gene cause cystic fibrosis (CF), and the ', '-W1282X nonsense mutation causes a severe form of CF. Although Trikafta and other CFTR-modulation therapies benefit most CF patients, targeted therapy for patients with the W1282X mutation is lacking. The CFTR-W1282X protein has residual activity but is expressed at a very low level due to nonsense-mediated messenger RNA (mRNA) decay (NMD). NMD-suppression therapy and read-through therapy are actively being researched for ', ' nonsense mutants. NMD suppression could increase the mutant ', ' mRNA, and read-through therapies may increase the levels of full-length CFTR protein. However, these approaches have limitations and potential side effects: because the NMD machinery also regulates the expression of many normal mRNAs, broad inhibition of the pathway is not desirable, and read-through drugs are inefficient partly because the mutant mRNA template is subject to NMD. To bypass these issues, we pursued an exon-skipping antisense oligonucleotide (ASO) strategy to achieve gene-specific NMD evasion. A cocktail\xa0of two splice-siteâ€“targeting ASOs induced the expression of ', ' mRNA without the premature-termination-codonâ€“containing exon 23 (CFTR-Î”ex23), which is an in-frame exon. Treatment of human bronchial epithelial cells with this cocktail of ASOs that target the splice sites flanking exon 23 results in efficient skipping of exon 23 and an increase in CFTR-Î”ex23 protein. The splice-switching ASO cocktail increases the CFTR-mediated chloride current in human bronchial epithelial cells. Our results set the stage for developing an allele-specific therapy for CF caused by the W1282X mutation.']",['All study data are included in the article and/or SI Appendix.'],['https://www.pnas.org/lookup/suppl/doi:10.1073/pnas.2114858118/-/DCSupplemental']
110,Recruitment of an ancient branching program to suppress carpel development in maize flowers,"['Harry Klein', 'Joseph Gallagher', 'Edgar Demesa-Arevalo', 'MarÃ_a JazmÃ_n Abraham-JuÃ¡rez', 'Michelle Heeney', 'Regina Feil', 'John E. Lunn', 'Yuguo Xiao', 'George Chuck', 'Clinton Whipple', 'David Jackson', 'Madelaine Bartlett']","['https://orcid.org/0000-0003-0378-7112', 'https://orcid.org/0000-0002-2793-5928', 'https://orcid.org/0000-0001-6734-0219', 'https://orcid.org/0000-0002-9936-1337', 'https://orcid.org/0000-0001-8533-3004', 'https://orcid.org/0000-0002-0747-5856', 'https://orcid.org/0000-0001-7879-235X', 'https://orcid.org/0000-0002-4269-7649', 'https://orcid.org/0000-0002-0369-8606']",34996873,['8764674'],['10.1073/pnas.2115871119'],"['Floral morphology is immensely diverse. One developmental process acting to shape this diversity is growth suppression. For example, grass flowers exhibit extreme diversity in floral sexuality, arising through differential suppression of stamens or carpels. The genes regulating this growth suppression and how they have evolved remain largely unknown. We discovered that two classic developmental genes with ancient roles in controlling vegetative branching were recruited to suppress carpel development in maize. Our results highlight the power of forward genetics to reveal unpredictable genetic interactions and hidden pleiotropy of developmental genes. More broadly, our findings illustrate how ancient gene functions are recruited to new developmental contexts in the evolution of plant form.', 'Carpels in maize undergo programmed cell death in half of the flowers initiated in ears and in all flowers in tassels. The HD-ZIP I transcription factor gene ', ' (', ') is one of only a few genes known to regulate this process. To identify additional regulators of carpel suppression, we performed a ', ' enhancer screen and found a genetic interaction between ', ' and ', ' (', '). ', ' is a classic inflorescence meristem determinacy gene that encodes a trehalose-6-phosphate (T6P) phosphatase (TPP). Dissection of floral development revealed that ', ' single mutants have partially derepressed carpels, whereas ', ';', ' double mutants have completely derepressed carpels. Surprisingly, ', ' suppresses ', ' inflorescence branching, revealing a role for ', ' in meristem determinacy. Supporting these genetic interactions, GT1 and RA3 proteins colocalize to carpel nuclei in developing flowers. Global expression profiling revealed common genes misregulated in single and double mutant flowers, as well as in derepressed ', ' axillary meristems. Indeed, we found that ', ' enhances ', ' vegetative branching, similar to the roles for the trehalose pathway and ', ' homologs in the eudicots. This functional conservation over âˆ_160 million years of evolution reveals ancient roles for ', '-like genes and the trehalose pathway in regulating axillary meristem suppression, later recruited to mediate carpel suppression. Our findings expose hidden pleiotropy of classic maize genes and show how an ancient developmental program was redeployed to sculpt floral form.']",['Raw sequencing data are available at the National Center for Biotechnology Information BioProjects (RNA-seq: PRJNA657042; ra3-rzl4 BSA-seq: PRJNA656888); all data underlying the figures are available either in SI Appendix or in Datasets S1 and S2.'],"['https://www.ncbi.nlm.nih.gov/bioproject/PRJNA657042', 'https://www.ncbi.nlm.nih.gov/bioproject/PRJNA656888', 'https://www.pnas.org/lookup/suppl/doi:10.1073/pnas.2115871119/-/DCSupplemental', 'https://www.pnas.org/lookup/suppl/doi:10.1073/pnas.2115871119/-/DCSupplemental']"
